Jun 01 04:03:02 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:49 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.00kW, idlePower 0.00kW
Jun 01 04:03:49 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:49 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.00kW, availableCurrent 241.62A
Jun 01 04:03:49 pbc805673 pdserver[982]: bus[busB] available current 241.61967849731445A
Jun 01 04:03:49 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:49 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:50 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.00kW, idlePower 0.00kW
Jun 01 04:03:50 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:50 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.00kW, availableCurrent 241.50A
Jun 01 04:03:50 pbc805673 pdserver[982]: bus[busB] available current 241.50031280517578A
Jun 01 04:03:50 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:50 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:51 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.00kW, idlePower 0.00kW
Jun 01 04:03:51 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:51 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.00kW, availableCurrent 241.56A
Jun 01 04:03:51 pbc805673 pdserver[982]: bus[busB] available current 241.5625762939453A
Jun 01 04:03:51 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:51 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:52 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:53 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.00kW, idlePower 0.00kW
Jun 01 04:03:53 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:53 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.00kW, availableCurrent 241.50A
Jun 01 04:03:53 pbc805673 pdserver[982]: bus[busB] available current 241.50031280517578A
Jun 01 04:03:53 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:53 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:54 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.00kW, idlePower 0.00kW
Jun 01 04:03:54 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:54 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.00kW, availableCurrent 241.62A
Jun 01 04:03:54 pbc805673 pdserver[982]: bus[busB] available current 241.61967849731445A
Jun 01 04:03:54 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:54 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:55 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 193.50kW, idlePower 0.00kW
Jun 01 04:03:55 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:55 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 193.50kW, availableCurrent 241.56A
Jun 01 04:03:55 pbc805673 pdserver[982]: bus[busB] available current 241.55741500854492A
Jun 01 04:03:55 pbc805673 pdserver[982]: bus[busB] available power 193.5kW
Jun 01 04:03:55 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: thermal-mgr: 56C(Auxps internal temperature) 62C(Dryzone ambient temperature) 53C(HEX outlet temperature) 57C(HEX inlet temperature) 49C(Wetzone ambient temperature) 80C(PM module temperature) 76C(PM magnetic temperature) 80C(PM capacitor temperature) 76C(PM ambient temperature)
Jun 01 04:03:55 pbc805673 chassis-server[600]: thermal-mgr: updated dry-zone speed: fan = 100%
Jun 01 04:03:55 pbc805673 chassis-server[600]: thermal-mgr: updated wet-zone speeds: fan = 80%, pump = 90%
Jun 01 04:03:55 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:55 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:56 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:56 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 193.50kW, idlePower 0.00kW
Jun 01 04:03:56 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:56 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 193.50kW, availableCurrent 241.62A
Jun 01 04:03:56 pbc805673 pdserver[982]: bus[busB] available current 241.61967849731445A
Jun 01 04:03:56 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:56 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:56 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:56 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:56 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:56 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:56 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:56 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:56 pbc805673 chassis-server[600]: thermal-mgr: wetzone_fan_tray_3: 75%, 7072 rpm1, 7007 rpm2, 4.90A, 47V
Jun 01 04:03:56 pbc805673 chassis-server[600]: thermal-mgr: wetzone_fan_tray_2: 75%, 7027 rpm1, 6967 rpm2, 5.10A, 47V
Jun 01 04:03:56 pbc805673 chassis-server[600]: thermal-mgr: wetzone_fan_tray_1: 75%, 6971 rpm1, 7009 rpm2, 5.40A, 47V
Jun 01 04:03:56 pbc805673 chassis-server[600]: thermal-mgr: wetzone_pump: 90%, 0 rpm1, 2.30A, 47V
Jun 01 04:03:56 pbc805673 chassis-server[600]: thermal-mgr: auxps_fan: 100%, 4347 rpm1, 0.00A, 0V
Jun 01 04:03:56 pbc805673 chassis-server[600]: thermal-mgr: dryzone_fan_2: 100%, 7470 rpm1, 3.89A, 0V
Jun 01 04:03:56 pbc805673 chassis-server[600]: thermal-mgr: dryzone_fan_1: 100%, 7500 rpm1, 3.90A, 0V
Jun 01 04:03:56 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:56 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:56 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:56 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:57 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:58 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 193.50kW, idlePower 0.00kW
Jun 01 04:03:58 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:58 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 193.50kW, availableCurrent 241.56A
Jun 01 04:03:58 pbc805673 pdserver[982]: bus[busB] available current 241.5625762939453A
Jun 01 04:03:58 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:58 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:59 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:59 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:59 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:59 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:59 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:59 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 193.50kW, idlePower 0.00kW
Jun 01 04:03:59 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:59 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 193.50kW, availableCurrent 241.62A
Jun 01 04:03:59 pbc805673 pdserver[982]: bus[busB] available current 241.61967849731445A
Jun 01 04:03:59 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:59 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:59 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:59 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:59 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:59 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:59 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
